geneName	library	medianlFC_DP	medianlFC_VemR	DP_hitStatus_050	DP_hitStatus_066	DP_hitStatus_075	VemR_hitStatus_050	VemR_hitStatus_066	VemR_hitStatus_075	EffectOnScreen_DP	EffectOnScreen_VemR	DPtier	VemRtier
JUN	TF	-1.14728474402598	-0.254434868187561	yes	No	No	No	No	No	down	down	tier050	tierNotHit
JUNB	TF	2.23568292648329	0.841818532317854	yes	yes	yes	yes	No	No	up	up	tier075	tier050
JUND	TF	0.584146857504643	0.3752113971912	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
KAT7	TF	-1.05940276749796	0.109776502622928	yes	No	No	No	No	No	down	up	tier050	tierNotHit
KDM5A	TF	0.228185507475425	-0.55724595565513	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
KDM5B	TF	0.204622948506312	1.02516825140763	No	No	No	yes	No	No	up	up	tierNotHit	tier050
KDM5C	TF	0.837722140120438	0.423952676064232	yes	No	No	No	No	No	up	up	tier050	tierNotHit
KDM5D	TF	-0.389295337945783	0.0226867320516498	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
KIAA2018	TF	-0.156991236995192	-0.060997813890257	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
KLF1	TF	0.548005630645934	-0.312557442459925	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
KLF10	TF	-0.316201542594846	0.00403816809727574	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
KLF11	TF	-0.917345671711951	-0.437169849075264	yes	No	No	No	No	No	down	down	tier050	tierNotHit
KLF12	TF	-1.01812850996247	-0.0987533279288194	yes	yes	No	No	No	No	down	down	tier066	tierNotHit
KLF13	TF	-0.463737060700982	0.19583828496294	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
KLF14	TF	0.139076984751808	0.432835228941992	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
KLF15	TF	-0.527375416077825	-0.073346689399506	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
KLF16	TF	-0.646413960640794	-0.0758371608132514	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
KLF17	TF	0.244938396129926	-0.348640024657808	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
KLF2	TF	-0.0577747900258732	0.139248894461763	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
KLF3	TF	-0.300696334558806	0.059828350436542	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
KLF4	TF	0.307030734799598	-0.226220834874485	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
KLF5	TF	-0.39070685984043	-0.090191583217997	yes	No	No	No	No	No	down	down	tier050	tierNotHit
KLF6	TF	1.69285259178183	-0.835043706560901	yes	yes	yes	No	No	No	up	down	tier075	tierNotHit
KLF7	TF	-0.477778630912338	-0.0330288872252333	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
KLF8	TF	0.147571833444797	-0.228605026599258	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
KLF9	TF	-0.214658517570749	-0.0990936890820005	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
L3MBTL1	TF	-0.223044372217464	0.122807939922888	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
L3MBTL4	TF	-0.250747259169699	0.398232582916977	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
LBX1	TF	0.264219376490963	0.167223614439317	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
LBX2	TF	-0.811523192327424	-0.168470199885813	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
LCOR	TF	0.92259116375279	0.613418629486894	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
LCORL	TF	0.302562821823197	0.0880293865406759	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
LEF1	TF	-0.14727838590722	0.45855631383159	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
LEUTX	TF	0.151505678288516	0.398824188963937	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
LHX1	TF	-0.0373388077406175	-0.601234081738474	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
LHX2	TF	0.529343610908677	-0.49929039634551	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
LHX3	TF	-0.357913533043529	-0.631673272815041	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
LHX4	TF	0.146038196417163	-0.552047543585244	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
LHX5	TF	0.0576396974834008	0.101867063509285	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
LHX6	TF	0.432260952495209	-0.0317077238141632	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
LHX8	TF	-0.472309033088055	0.0649767259663347	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
LHX9	TF	0.180565055626743	-0.0467885596669228	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
LIN28A	TF	0.819820764810013	0.124810203599722	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
LIN28B	TF	-0.890160306079747	0.160617970745728	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
LITAF	TF	0.235012183981093	-0.304873113778043	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
LMX1A	TF	0.277366339394302	-0.198628912186144	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
LMX1B	TF	-0.870530986420625	-0.349131274387538	yes	No	No	No	No	No	down	down	tier050	tierNotHit
LYL1	TF	-0.477027742219488	0.23307174618831	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MAF	TF	-0.705792635086752	-0.274079785993229	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MAFA	TF	-1.09178727406497	-0.72040900568626	yes	No	No	No	No	No	down	down	tier050	tierNotHit
MAFB	TF	-0.599897988793274	0.0660798540632105	yes	No	No	No	No	No	down	up	tier050	tierNotHit
MAFF	TF	-0.233199554963909	0.1896450598986	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MAFG	TF	-0.272008970358735	0.103428815446505	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MAFK	TF	-0.146265764257116	0.280159838145678	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MAX	TF	-2.74141943043617	-0.72893119419828	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MAZ	TF	-0.313883284400571	0.407340006802001	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MBD1	TF	0.606423068720257	0.34263163318151	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
MBD2	TF	0.85308824929582	0.433831895569308	yes	No	No	No	No	No	up	up	tier050	tierNotHit
MBD3	TF	-0.711694924838958	0.130340239771471	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MBD4	TF	0.0617289372128675	1.27941317173645	No	No	No	yes	No	No	up	up	tierNotHit	tier050
MECOM	TF	0.176113222890529	-0.32650170872499	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
MECP2	TF	0.0570657105716244	-0.292303919351572	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
MEF2A	TF	-0.485607249220798	0.556474883906881	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MEF2B	TF	0.599661905101642	0.3509372078121	yes	No	No	No	No	No	up	up	tier050	tierNotHit
MEF2C	TF	-0.01351100041803	0.668988956639843	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MEF2D	TF	1.51959654322374	0.9309500720127	yes	yes	No	yes	No	No	up	up	tier066	tier050
MEIS1	TF	-0.212990730765292	-0.0799524951702025	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MEIS2	TF	-0.302749314818681	0.114507730934066	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MEIS3	TF	0.556807684420474	0.249804098466419	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
MEOX1	TF	1.04170924941111	1.04815062598008	No	No	No	yes	No	No	up	up	tierNotHit	tier050
MEOX2	TF	-0.319600349763471	-0.241487635967487	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MESP1	TF	0.611769965758237	-0.0235300741462746	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
MESP2	TF	0.591726735117042	0.250111812617247	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
MGA	TF	-0.0987657389921809	-0.518221187420552	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MIER3	TF	0.0374034370518809	0.157214108556641	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
MITF	TF	4.78485448963109	1.19915569853408	yes	yes	yes	yes	No	No	up	up	tier075	tier050
MIXL1	TF	-0.325980917019935	0.500609890361229	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MLX	TF	0.644723543966302	0.216151926918867	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
MLXIP	TF	0.261977824554	-0.115683881488762	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
MLXIPL	TF	0.159266358549511	0.373828183481421	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
MNT	TF	0.215172496426212	0.0622706373455821	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
MNX1	TF	0.554888257443502	-0.507151268869338	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
MSC	TF	-0.113612873115899	-0.196488555753018	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MSGN1	TF	0.59269160581349	0.180462769852498	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
MSX1	TF	0.533919579072234	-0.146269511426316	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
MSX2	TF	-0.608331994118457	-0.0214128280699967	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MTA1	TF	-0.405277199141287	-0.475260850815688	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MTA2	TF	0.513599423373662	-0.214677367575731	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
MTA3	TF	0.138927420187134	0.200009310915946	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
MTF1	TF	1.20945563109152	-1.11976888396415	yes	No	No	yes	No	No	up	down	tier050	tier050
MXD1	TF	-0.317289628557194	-0.0979922505194586	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MXD3	TF	-0.558662269572394	0.0556181654285598	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MXD4	TF	-0.62644029110794	-0.513419141259464	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MXI1	TF	0.246674941793935	0.621717614875655	No	No	No	yes	No	No	up	up	tierNotHit	tier050
MYB	TF	-0.438351442036967	-0.0796090164983004	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MYBL1	TF	2.73869425563519	-0.376062308869942	yes	yes	yes	No	No	No	up	down	tier075	tierNotHit
MYBL2	TF	0.0903808039978156	-0.484523810809917	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
MYC	TF	1.16274742788329	0.70121755153142	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
MYCL	TF	0.960642144319758	-0.214155817026586	yes	No	No	No	No	No	up	down	tier050	tierNotHit
MYCN	TF	-0.273883568494043	0.095614633397308	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MYF5	TF	0.105617473373617	0.534079580994848	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
MYF6	TF	-0.16649969451009	0.302100929831829	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MYNN	TF	0.573988950536586	0.256803467773204	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
MYOD1	TF	-1.4161733493841	-0.305718464784796	yes	yes	No	No	No	No	down	down	tier066	tierNotHit
MYOG	TF	-0.618070770436156	0.028890282281427	yes	No	No	No	No	No	down	up	tier050	tierNotHit
MYRF	TF	-1.07858177697298	-0.10366546427371	yes	No	No	No	No	No	down	down	tier050	tierNotHit
MYSM1	TF	-0.21372764823323	0.169721609726672	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MYT1	TF	-0.198376799798211	0.29069842515349	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
MYT1L	TF	-0.518398310443851	-0.163205546581863	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
MZF1	TF	-0.988936472256287	-0.207546003663066	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NANOG	TF	-0.201760886253627	0.570285151491784	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NCOR1	TF	0.865785947380519	0.176814166104439	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NCOR2	TF	0.160341396892319	0.00601758794043143	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NEUROD1	TF	-0.245384808822089	-0.512829170659359	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NEUROD2	TF	0.0702404246663323	0.256941760459215	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NEUROD4	TF	0.883734015481308	-0.00902951502654063	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
NEUROD6	TF	0.0860990562824018	0.158722200724293	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NEUROG1	TF	-0.0057141586568223	-0.0977197824168679	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NEUROG2	TF	0.10655204609713	0.486646473663323	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NEUROG3	TF	0.121182551601563	-0.442018528976982	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
NFAT5	TF	-1.71041655788865	-0.771769625242343	yes	yes	yes	No	No	No	down	down	tier075	tierNotHit
NFATC1	TF	-0.18728078566296	0.0545621961960887	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NFATC2	TF	-2.46327859035995	-0.278657375811514	yes	yes	yes	No	No	No	down	down	tier075	tierNotHit
NFATC3	TF	0.786477143091253	-0.273235120649235	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
NFATC4	TF	-0.0143849176159698	0.416289359923802	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NFE2	TF	0.276637644713678	0.246635166224835	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NFE2L1	TF	-0.43475799800986	-0.308297199329197	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NFE2L2	TF	-0.722228130126691	0.775643857540401	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NFE2L3	TF	0.427225298477529	0.653420490521554	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NFIA	TF	0.0306709871364282	0.122272099109194	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NFIB	TF	-0.495687909495288	0.484630895553689	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NFIC	TF	-0.696972568135779	-0.000519810060058079	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NFIL3	TF	0.0589625169506661	-0.235477207398488	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
NFIX	TF	-0.571652199656188	0.0347788338675659	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NFKB1	TF	0.22607536332975	-0.131301115721827	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
NFKB2	TF	0.0397978477011894	0.107455412650891	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NFX1	TF	0.150824322505067	0.105344837083798	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NFXL1	TF	-0.446486758255235	0.0148700505225096	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NFYA	TF	-1.44111891754433	-0.841084076338457	yes	No	No	No	No	No	down	down	tier050	tierNotHit
NFYB	TF	-0.278151352781257	-0.0701643421700973	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NFYC	TF	-0.2932175328148	0.334538967935623	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NHLH1	TF	0.271048190226044	-0.501294338832971	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
NHLH2	TF	0.35339653136613	0.31446324190407	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NKX1	TF	-0.134735827103039	-0.341405633110728	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NKX1	TF	-0.133522949079836	-0.114396145978748	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NKX2	TF	-0.39950815268456	-0.425208113619061	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NKX2	TF	-0.965163444880566	0.12610305990827	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NKX2	TF	0.518596416784784	-0.0246317281918901	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
NKX2	TF	0.240979129075162	0.0381471995561292	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NKX2	TF	-0.568496667849114	-0.352601294765815	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NKX2	TF	0.232957606551602	-0.0144918476776978	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
NKX2	TF	-0.0559848084249359	-0.82533157453154	No	No	No	yes	No	No	down	down	tierNotHit	tier050
NKX3	TF	-0.664029936419532	-0.353898470222687	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NKX3	TF	-0.328411166872523	-0.145869507363971	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NKX6	TF	-0.324208522864156	0.0612049471409833	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NKX6	TF	-0.290629074366685	-0.895718508096704	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NKX6	TF	-0.0336609459264108	-0.361770821293867	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NOBOX	TF	0.668796397079381	-0.272738657019916	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
NOTO	TF	0.257423668681659	0.333257110212653	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NPAS1	TF	-0.135057848938266	1.05904684860352	No	No	No	yes	yes	No	down	up	tierNotHit	tier066
NPAS2	TF	0.398186366151847	0.115901714452956	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NPAS3	TF	-0.245522923612772	0.126090719616008	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NPAS4	TF	-0.700547742367104	-0.154410870154915	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NR0B1	TF	-0.0754888476061984	0.267464998502997	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NR0B2	TF	0.134241108137013	-0.138396783645208	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
NR1D1	TF	-0.0926903415627773	-0.321519026221552	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NR1D2	TF	-0.88885812746758	0.990954881604303	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NR1H2	TF	-0.320835579661319	-0.488448909773162	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NR1H3	TF	0.157085084511203	-0.399854154279161	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
Nr1h4	TF	0.327863916634497	0.279568926053281	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NR1I2	TF	-1.07631733393908	0.373126035404498	yes	yes	No	No	No	No	down	up	tier066	tierNotHit
NR1I3	TF	-0.0206881498045345	1.63595138211498	No	No	No	yes	yes	No	down	up	tierNotHit	tier066
NR2C1	TF	-0.505319708013076	0.0256096237975848	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NR2C2	TF	0.187944709656917	-0.132394089458198	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
NR2E1	TF	-0.599118355407673	-0.05314505546806	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NR2E3	TF	0.2349818328875	0.639136533968806	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NR2F1	TF	0.0581837222932019	0.0561272434973695	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NR2F2	TF	1.04755679629947	0.418234942820821	yes	yes	No	No	No	No	up	up	tier066	tierNotHit
NR2F6	TF	0.661170151116055	0.322794376507626	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NR3C1	TF	-0.163791267505602	-0.218993264631607	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NR3C2	TF	-0.110133622715345	-0.152176897486171	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NR4A1	TF	0.174253484307349	-0.121032326413962	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
NR4A2	TF	-0.26521109457594	-0.660993438686072	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NR4A3	TF	-0.459244947603155	-0.524114366481119	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NR5A1	TF	-0.706490231264348	-0.328413284878733	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NR5A2	TF	-0.375287167187537	0.585985974871601	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
NR6A1	TF	-0.332922999640366	-0.414180579380589	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
NRF1	TF	0.603377038859156	0.358544797351013	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
NRL	TF	0.0130635201877676	-0.127792841766624	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
OLIG1	TF	-0.349018075202912	-0.320197422827893	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
OLIG2	TF	0.76609274039414	-0.416890153361416	yes	No	No	No	No	No	up	down	tier050	tierNotHit
OLIG3	TF	0.165687347474386	0.0708823828902251	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ONECUT1	TF	0.340942778603928	0.287934964007016	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
ONECUT2	TF	-0.227184048927759	0.0140057352416412	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
ONECUT3	TF	0.34401495472003	0.150523145279472	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
OSR1	TF	-1.99891503669854	0.0117524415234818	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
OSR2	TF	0.240787254142645	0.0411628521692331	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
OTP	TF	-0.546382564022488	0.181466000289946	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
OTX1	TF	-0.239113082179797	-0.0349763197026407	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
OTX2	TF	0.307005062645286	-0.168977171901525	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
OVOL1	TF	0.544058390768698	0.168935478640863	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
OVOL2	TF	0.426402212847953	-0.357528496625973	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
OVOL3	TF	-0.0771306334838144	0.207063538960752	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
PATZ1	TF	0.0568590767569473	-0.189788357216978	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
PAX1	TF	-0.65544437186725	0.224078232227484	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
PAX2	TF	0.503883294959941	-0.270432103578022	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
PAX3	TF	0.252865195245537	0.0273077416803466	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PAX4	TF	0.0864978013604792	0.3583210110989	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PAX5	TF	-0.145953211779934	-0.663420009866771	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PAX6	TF	-0.0666174670969683	-0.211421316423458	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PAX7	TF	-0.469144509035215	-0.387192264905465	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PAX8	TF	-0.210695208928588	0.219144400398589	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
PAX9	TF	-1.08128860678051	-0.0740929839401531	yes	No	No	No	No	No	down	down	tier050	tierNotHit
PBRM1	TF	0.91011935321989	-0.96126431455713	yes	No	No	yes	No	No	up	down	tier050	tier050
PBX1	TF	-0.264161302917328	-0.255752857033421	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PBX2	TF	-0.226835656046146	-0.327216315392624	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PBX3	TF	0.646388710080771	-0.25622682028744	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
PBX4	TF	0.345755317510428	0.191804431912396	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PDX1	TF	0.0363568634954709	0.232348550012486	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PGR	TF	0.239011126952991	0.748326140690199	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PHOX2A	TF	0.122043158545159	0.70368656836414	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PHOX2B	TF	-0.937126074996217	-0.415391297504316	yes	No	No	No	No	No	down	down	tier050	tierNotHit
PIAS1	TF	-0.0454886583470483	-0.384336769752864	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PIAS2	TF	-0.171368403982851	-0.210853918440372	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PIAS3	TF	-0.6399437118264	-0.644615590109046	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PIAS4	TF	-0.107428989327545	-0.366087906846139	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PITX1	TF	-0.389821017556464	0.165674205044615	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
PITX2	TF	0.287285470732757	0.225713315327344	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PITX3	TF	-0.503219725350224	-0.666876528808646	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PKNOX1	TF	-0.347153901508689	-0.501574338460777	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PKNOX2	TF	-0.384827230057555	-0.235633590523414	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PLAG1	TF	-0.0421039669747869	0.311007703019439	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
PLAGL1	TF	-0.39269334634775	-0.147914972972218	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
PLAGL2	TF	0.038879908229862	0.110352131915294	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
PMS1	TF	0.449094542583398	0.0144906730528695	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
POU1F1	TF	0.262178310805404	-0.0688764156671786	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
POU2F1	TF	-0.24827231422154	0.0466725379791882	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
POU2F2	TF	-0.238751871320831	1.2165751174902	No	No	No	yes	yes	No	down	up	tierNotHit	tier066
POU2F3	TF	-0.761955040768096	-0.422290066741058	yes	No	No	No	No	No	down	down	tier050	tierNotHit
POU3F1	TF	-0.428846047822201	0.0204556766802295	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
POU3F2	TF	0.108538087902932	-0.178422159348157	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
POU3F3	TF	0.161640282633572	-0.532721736454438	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
POU3F4	TF	0.806757744702553	0.274954071663708	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
POU4F1	TF	-0.117824823121665	1.18336368614038	No	No	No	yes	No	No	down	up	tierNotHit	tier050
POU4F2	TF	0.302288212108977	0.116521435612933	No	No	No	No	No	No	up	up	tierNotHit	tierNotHit
POU4F3	TF	-0.145884886614356	-0.17966525289916	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
POU5F1	TF	0.712132760450707	-0.23872238544492	No	No	No	No	No	No	up	down	tierNotHit	tierNotHit
POU5F1B	TF	-0.728581701473346	-0.288928873528393	No	No	No	No	No	No	down	down	tierNotHit	tierNotHit
POU6F1	TF	-0.465282410116981	0.121815827851251	No	No	No	No	No	No	down	up	tierNotHit	tierNotHit
